Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US46003,46003,"Aurora County, South Dakota",28385,2382
0500000US46005,46005,"Beadle County, South Dakota",24532,1177
0500000US46007,46007,"Bennett County, South Dakota",15011,1134
0500000US46009,46009,"Bon Homme County, South Dakota",23359,2227
0500000US46011,46011,"Brookings County, South Dakota",26589,1649
0500000US46013,46013,"Brown County, South Dakota",29463,1115
0500000US46015,46015,"Brule County, South Dakota",24496,2112
0500000US46017,46017,"Buffalo County, South Dakota",10763,977
0500000US46019,46019,"Butte County, South Dakota",26067,3063
0500000US46021,46021,"Campbell County, South Dakota",32814,8706
0500000US46023,46023,"Charles Mix County, South Dakota",21323,1213
0500000US46025,46025,"Clark County, South Dakota",26291,3008
0500000US46027,46027,"Clay County, South Dakota",23046,2215
0500000US46029,46029,"Codington County, South Dakota",27294,1355
0500000US46031,46031,"Corson County, South Dakota",13830,1015
0500000US46033,46033,"Custer County, South Dakota",31275,3067
0500000US46035,46035,"Davison County, South Dakota",26416,1483
0500000US46037,46037,"Day County, South Dakota",28811,2791
0500000US46039,46039,"Deuel County, South Dakota",29953,3352
0500000US46041,46041,"Dewey County, South Dakota",16305,1054
0500000US46043,46043,"Douglas County, South Dakota",27397,1950
0500000US46045,46045,"Edmunds County, South Dakota",30123,3028
0500000US46047,46047,"Fall River County, South Dakota",25591,1720
0500000US46049,46049,"Faulk County, South Dakota",28975,3724
0500000US46051,46051,"Grant County, South Dakota",28059,2345
0500000US46053,46053,"Gregory County, South Dakota",24738,1617
0500000US46055,46055,"Haakon County, South Dakota",22643,2654
0500000US46057,46057,"Hamlin County, South Dakota",26140,1481
0500000US46059,46059,"Hand County, South Dakota",33496,3451
0500000US46061,46061,"Hanson County, South Dakota",24159,2205
0500000US46063,46063,"Harding County, South Dakota",27239,3642
0500000US46065,46065,"Hughes County, South Dakota",30863,1641
0500000US46067,46067,"Hutchinson County, South Dakota",28594,2648
0500000US46069,46069,"Hyde County, South Dakota",28343,2488
0500000US46071,46071,"Jackson County, South Dakota",17601,2357
0500000US46073,46073,"Jerauld County, South Dakota",36494,6993
0500000US46075,46075,"Jones County, South Dakota",25229,3611
0500000US46077,46077,"Kingsbury County, South Dakota",31524,2107
0500000US46079,46079,"Lake County, South Dakota",29526,2397
0500000US46081,46081,"Lawrence County, South Dakota",27002,1408
0500000US46083,46083,"Lincoln County, South Dakota",36896,1795
0500000US46085,46085,"Lyman County, South Dakota",20695,1174
0500000US46087,46087,"McCook County, South Dakota",28424,2077
0500000US46089,46089,"McPherson County, South Dakota",25302,3115
0500000US46091,46091,"Marshall County, South Dakota",27441,2190
0500000US46093,46093,"Meade County, South Dakota",25884,1175
0500000US46095,46095,"Mellette County, South Dakota",13934,1425
0500000US46097,46097,"Miner County, South Dakota",28242,3969
0500000US46099,46099,"Minnehaha County, South Dakota",28337,424
0500000US46101,46101,"Moody County, South Dakota",27324,1877
0500000US46102,46102,"Oglala Lakota County, South Dakota",9286,931
0500000US46103,46103,"Pennington County, South Dakota",27964,853
0500000US46105,46105,"Perkins County, South Dakota",28576,2728
0500000US46107,46107,"Potter County, South Dakota",30294,2504
0500000US46109,46109,"Roberts County, South Dakota",24426,1552
0500000US46111,46111,"Sanborn County, South Dakota",31991,2821
0500000US46115,46115,"Spink County, South Dakota",29158,1364
0500000US46117,46117,"Stanley County, South Dakota",33470,4583
0500000US46119,46119,"Sully County, South Dakota",40042,8354
0500000US46121,46121,"Todd County, South Dakota",11821,842
0500000US46123,46123,"Tripp County, South Dakota",26270,2522
0500000US46125,46125,"Turner County, South Dakota",27405,1053
0500000US46127,46127,"Union County, South Dakota",35565,2326
0500000US46129,46129,"Walworth County, South Dakota",29199,3549
0500000US46135,46135,"Yankton County, South Dakota",28067,1955
0500000US46137,46137,"Ziebach County, South Dakota",14047,895
0500000US47001,47001,"Anderson County, Tennessee",26072,1197
0500000US47003,47003,"Bedford County, Tennessee",21949,1240
0500000US47005,47005,"Benton County, Tennessee",20504,1174
0500000US47007,47007,"Bledsoe County, Tennessee",18962,1726
0500000US47009,47009,"Blount County, Tennessee",26772,852
0500000US47011,47011,"Bradley County, Tennessee",24099,1246
0500000US47013,47013,"Campbell County, Tennessee",19948,1473
0500000US47015,47015,"Cannon County, Tennessee",22571,3330
0500000US47017,47017,"Carroll County, Tennessee",19851,1099
0500000US47019,47019,"Carter County, Tennessee",20118,1130
0500000US47021,47021,"Cheatham County, Tennessee",24279,975
0500000US47023,47023,"Chester County, Tennessee",19987,1382
0500000US47025,47025,"Claiborne County, Tennessee",19215,942
0500000US47027,47027,"Clay County, Tennessee",16470,1307
0500000US47029,47029,"Cocke County, Tennessee",18959,1321
0500000US47031,47031,"Coffee County, Tennessee",23404,967
0500000US47033,47033,"Crockett County, Tennessee",20542,1379
0500000US47035,47035,"Cumberland County, Tennessee",22606,727
0500000US47037,47037,"Davidson County, Tennessee",30595,436
0500000US47039,47039,"Decatur County, Tennessee",21977,1883
0500000US47041,47041,"DeKalb County, Tennessee",25273,2879
0500000US47043,47043,"Dickson County, Tennessee",23426,954
0500000US47045,47045,"Dyer County, Tennessee",23936,2213
0500000US47047,47047,"Fayette County, Tennessee",29018,1216
0500000US47049,47049,"Fentress County, Tennessee",17487,1290
0500000US47051,47051,"Franklin County, Tennessee",23797,1113
0500000US47053,47053,"Gibson County, Tennessee",20948,822
0500000US47055,47055,"Giles County, Tennessee",21487,1169
0500000US47057,47057,"Grainger County, Tennessee",19850,1194
0500000US47059,47059,"Greene County, Tennessee",21525,1115
0500000US47061,47061,"Grundy County, Tennessee",16132,1292
0500000US47063,47063,"Hamblen County, Tennessee",20642,918
0500000US47065,47065,"Hamilton County, Tennessee",28456,472
0500000US47067,47067,"Hancock County, Tennessee",16351,1506
0500000US47069,47069,"Hardeman County, Tennessee",16178,885
0500000US47071,47071,"Hardin County, Tennessee",22928,2049
0500000US47073,47073,"Hawkins County, Tennessee",21394,1197
0500000US47075,47075,"Haywood County, Tennessee",19956,1343
0500000US47077,47077,"Henderson County, Tennessee",20479,1167
0500000US47079,47079,"Henry County, Tennessee",23090,1641
0500000US47081,47081,"Hickman County, Tennessee",18410,1126
0500000US47083,47083,"Houston County, Tennessee",18256,1337
0500000US47085,47085,"Humphreys County, Tennessee",23221,1723
0500000US47087,47087,"Jackson County, Tennessee",17675,1266
0500000US47089,47089,"Jefferson County, Tennessee",22674,1101
0500000US47091,47091,"Johnson County, Tennessee",17834,1367
0500000US47093,47093,"Knox County, Tennessee",28980,460
0500000US47095,47095,"Lake County, Tennessee",13330,1534
0500000US47097,47097,"Lauderdale County, Tennessee",16217,800
0500000US47099,47099,"Lawrence County, Tennessee",19802,972
0500000US47101,47101,"Lewis County, Tennessee",19877,1736
0500000US47103,47103,"Lincoln County, Tennessee",22541,1450
0500000US47105,47105,"Loudon County, Tennessee",28660,1658
0500000US47107,47107,"McMinn County, Tennessee",20472,1089
0500000US47109,47109,"McNairy County, Tennessee",18285,1112
0500000US47111,47111,"Macon County, Tennessee",19437,1731
0500000US47113,47113,"Madison County, Tennessee",23724,672
0500000US47115,47115,"Marion County, Tennessee",22056,987
0500000US47117,47117,"Marshall County, Tennessee",23407,1430
0500000US47119,47119,"Maury County, Tennessee",24986,1109
0500000US47121,47121,"Meigs County, Tennessee",19976,1304
0500000US47123,47123,"Monroe County, Tennessee",19840,916
0500000US47125,47125,"Montgomery County, Tennessee",23384,509
0500000US47127,47127,"Moore County, Tennessee",30126,4764
0500000US47129,47129,"Morgan County, Tennessee",18281,1369
0500000US47131,47131,"Obion County, Tennessee",21650,990
0500000US47133,47133,"Overton County, Tennessee",19827,1084
0500000US47135,47135,"Perry County, Tennessee",18611,3455
0500000US47137,47137,"Pickett County, Tennessee",20664,2247
0500000US47139,47139,"Polk County, Tennessee",22768,1843
0500000US47141,47141,"Putnam County, Tennessee",22555,1394
0500000US47143,47143,"Rhea County, Tennessee",20888,1082
0500000US47145,47145,"Roane County, Tennessee",23942,1006
0500000US47147,47147,"Robertson County, Tennessee",25534,862
0500000US47149,47149,"Rutherford County, Tennessee",26373,428
0500000US47151,47151,"Scott County, Tennessee",21011,3979
0500000US47153,47153,"Sequatchie County, Tennessee",21605,1440
0500000US47155,47155,"Sevier County, Tennessee",22773,747
0500000US47157,47157,"Shelby County, Tennessee",26963,345
0500000US47159,47159,"Smith County, Tennessee",23108,1714
0500000US47161,47161,"Stewart County, Tennessee",21652,1422
0500000US47163,47163,"Sullivan County, Tennessee",24680,551
0500000US47165,47165,"Sumner County, Tennessee",29313,693
0500000US47167,47167,"Tipton County, Tennessee",24969,1193
0500000US47169,47169,"Trousdale County, Tennessee",23319,2784
0500000US47171,47171,"Unicoi County, Tennessee",20958,1736
0500000US47173,47173,"Union County, Tennessee",19030,1141
0500000US47175,47175,"Van Buren County, Tennessee",21348,2075
0500000US47177,47177,"Warren County, Tennessee",20749,1172
0500000US47179,47179,"Washington County, Tennessee",26662,907
0500000US47181,47181,"Wayne County, Tennessee",17735,1115
0500000US47183,47183,"Weakley County, Tennessee",19847,709
0500000US47185,47185,"White County, Tennessee",18785,1444
0500000US47187,47187,"Williamson County, Tennessee",46494,1070
0500000US47189,47189,"Wilson County, Tennessee",29762,788
0500000US48001,48001,"Anderson County, Texas",18087,982
0500000US48003,48003,"Andrews County, Texas",29240,2893
0500000US48005,48005,"Angelina County, Texas",21486,1135
0500000US48007,48007,"Aransas County, Texas",29426,2997
0500000US48009,48009,"Archer County, Texas",29086,1916
0500000US48011,48011,"Armstrong County, Texas",28542,2588
0500000US48013,48013,"Atascosa County, Texas",23416,1678
0500000US48015,48015,"Austin County, Texas",28351,1666
0500000US48017,48017,"Bailey County, Texas",17710,2629
0500000US48019,48019,"Bandera County, Texas",28547,2208
0500000US48021,48021,"Bastrop County, Texas",25242,1317
0500000US48023,48023,"Baylor County, Texas",30495,7830
0500000US48025,48025,"Bee County, Texas",17504,1106
0500000US48027,48027,"Bell County, Texas",24213,548
0500000US48029,48029,"Bexar County, Texas",25317,220
0500000US48031,48031,"Blanco County, Texas",30982,3194
0500000US48033,48033,"Borden County, Texas",42236,16418
0500000US48035,48035,"Bosque County, Texas",24815,1822
0500000US48037,48037,"Bowie County, Texas",23705,1139
0500000US48039,48039,"Brazoria County, Texas",31180,721
0500000US48041,48041,"Brazos County, Texas",24157,635
0500000US48043,48043,"Brewster County, Texas",26156,2401
0500000US48045,48045,"Briscoe County, Texas",22906,2373
0500000US48047,48047,"Brooks County, Texas",14885,2070
0500000US48049,48049,"Brown County, Texas",22090,1106
0500000US48051,48051,"Burleson County, Texas",25833,1399
0500000US48053,48053,"Burnet County, Texas",27434,1699
0500000US48055,48055,"Caldwell County, Texas",21485,946
0500000US48057,48057,"Calhoun County, Texas",25181,1257
0500000US48059,48059,"Callahan County, Texas",22557,1849
0500000US48061,48061,"Cameron County, Texas",15457,279
0500000US48063,48063,"Camp County, Texas",20034,1608
0500000US48065,48065,"Carson County, Texas",28943,2083
0500000US48067,48067,"Cass County, Texas",21608,1108
0500000US48069,48069,"Castro County, Texas",21230,4121
0500000US48071,48071,"Chambers County, Texas",29729,1575
0500000US48073,48073,"Cherokee County, Texas",19871,1008
0500000US48075,48075,"Childress County, Texas",18745,2919
0500000US48077,48077,"Clay County, Texas",26696,2057
0500000US48079,48079,"Cochran County, Texas",20408,2393
0500000US48081,48081,"Coke County, Texas",27755,5601
0500000US48083,48083,"Coleman County, Texas",25178,3214
0500000US48085,48085,"Collin County, Texas",39933,403
0500000US48087,48087,"Collingsworth County, Texas",21116,1797
0500000US48089,48089,"Colorado County, Texas",26161,2160
0500000US48091,48091,"Comal County, Texas",33872,836
0500000US48093,48093,"Comanche County, Texas",21681,1334
0500000US48095,48095,"Concho County, Texas",16599,2270
0500000US48097,48097,"Cooke County, Texas",28045,1148
0500000US48099,48099,"Coryell County, Texas",20555,722
0500000US48101,48101,"Cottle County, Texas",20397,3196
0500000US48103,48103,"Crane County, Texas",25367,3012
0500000US48105,48105,"Crockett County, Texas",23861,3820
0500000US48107,48107,"Crosby County, Texas",19651,1442
0500000US48109,48109,"Culberson County, Texas",18862,2982
0500000US48111,48111,"Dallam County, Texas",19908,1380
0500000US48113,48113,"Dallas County, Texas",28552,215
0500000US48115,48115,"Dawson County, Texas",21193,2281
0500000US48117,48117,"Deaf Smith County, Texas",19823,1029
0500000US48119,48119,"Delta County, Texas",20822,1836
0500000US48121,48121,"Denton County, Texas",36238,415
0500000US48123,48123,"DeWitt County, Texas",27370,1910
0500000US48125,48125,"Dickens County, Texas",22526,2815
0500000US48127,48127,"Dimmit County, Texas",19528,3011
0500000US48129,48129,"Donley County, Texas",22454,2177
0500000US48131,48131,"Duval County, Texas",19853,2245
0500000US48133,48133,"Eastland County, Texas",21577,2920
0500000US48135,48135,"Ector County, Texas",27295,943
0500000US48137,48137,"Edwards County, Texas",27333,11353
0500000US48139,48139,"Ellis County, Texas",27313,615
0500000US48141,48141,"El Paso County, Texas",19145,277
0500000US48143,48143,"Erath County, Texas",22781,1414
0500000US48145,48145,"Falls County, Texas",17257,977
0500000US48147,48147,"Fannin County, Texas",21429,770
0500000US48149,48149,"Fayette County, Texas",28665,2082
0500000US48151,48151,"Fisher County, Texas",26796,4370
0500000US48153,48153,"Floyd County, Texas",23133,1999
0500000US48155,48155,"Foard County, Texas",23323,3428
0500000US48157,48157,"Fort Bend County, Texas",37134,563
0500000US48159,48159,"Franklin County, Texas",25250,4162
0500000US48161,48161,"Freestone County, Texas",23370,1776
0500000US48163,48163,"Frio County, Texas",17547,2764
0500000US48165,48165,"Gaines County, Texas",22837,2652
0500000US48167,48167,"Galveston County, Texas",32756,667
0500000US48169,48169,"Garza County, Texas",19043,3684
0500000US48171,48171,"Gillespie County, Texas",30939,1696
0500000US48173,48173,"Glasscock County, Texas",34834,5975
0500000US48175,48175,"Goliad County, Texas",30581,3830
0500000US48177,48177,"Gonzales County, Texas",22631,1502
0500000US48179,48179,"Gray County, Texas",22409,1179
0500000US48181,48181,"Grayson County, Texas",25541,697
0500000US48183,48183,"Gregg County, Texas",24386,697
0500000US48185,48185,"Grimes County, Texas",21173,1220
0500000US48187,48187,"Guadalupe County, Texas",28310,637
0500000US48189,48189,"Hale County, Texas",18888,817
0500000US48191,48191,"Hall County, Texas",18453,3080
0500000US48193,48193,"Hamilton County, Texas",26183,3574
0500000US48195,48195,"Hansford County, Texas",23605,2434
0500000US48197,48197,"Hardeman County, Texas",19493,1743
0500000US48199,48199,"Hardin County, Texas",28321,1493
0500000US48201,48201,"Harris County, Texas",29850,200
0500000US48203,48203,"Harrison County, Texas",23836,1487
0500000US48205,48205,"Hartley County, Texas",21642,1900
0500000US48207,48207,"Haskell County, Texas",21072,1890
0500000US48209,48209,"Hays County, Texas",28396,670
0500000US48211,48211,"Hemphill County, Texas",29110,2808
0500000US48213,48213,"Henderson County, Texas",23605,1064
0500000US48215,48215,"Hidalgo County, Texas",15240,258
0500000US48217,48217,"Hill County, Texas",22154,825
0500000US48219,48219,"Hockley County, Texas",22718,916
0500000US48221,48221,"Hood County, Texas",31508,1503
0500000US48223,48223,"Hopkins County, Texas",23063,1034
0500000US48225,48225,"Houston County, Texas",17624,967
0500000US48227,48227,"Howard County, Texas",23054,1097
0500000US48229,48229,"Hudspeth County, Texas",14776,3216
0500000US48231,48231,"Hunt County, Texas",22229,606
0500000US48233,48233,"Hutchinson County, Texas",25117,1324
0500000US48235,48235,"Irion County, Texas",31096,4276
0500000US48237,48237,"Jack County, Texas",24677,2411
0500000US48239,48239,"Jackson County, Texas",25594,1525
0500000US48241,48241,"Jasper County, Texas",21116,1324
0500000US48243,48243,"Jeff Davis County, Texas",26493,3800
0500000US48245,48245,"Jefferson County, Texas",24738,579
0500000US48247,48247,"Jim Hogg County, Texas",16637,2003
0500000US48249,48249,"Jim Wells County, Texas",21556,1906
0500000US48251,48251,"Johnson County, Texas",25721,683
0500000US48253,48253,"Jones County, Texas",17279,1533
0500000US48255,48255,"Karnes County, Texas",25306,2633
0500000US48257,48257,"Kaufman County, Texas",25445,785
0500000US48259,48259,"Kendall County, Texas",36724,2564
0500000US48261,48261,"Kenedy County, Texas",13822,4323
0500000US48263,48263,"Kent County, Texas",27434,5698
0500000US48265,48265,"Kerr County, Texas",26210,1469
0500000US48267,48267,"Kimble County, Texas",26969,5371
0500000US48269,48269,"King County, Texas",30016,6662
0500000US48271,48271,"Kinney County, Texas",17818,2913
0500000US48273,48273,"Kleberg County, Texas",19700,1038
0500000US48275,48275,"Knox County, Texas",19673,1721
0500000US48277,48277,"Lamar County, Texas",22438,1162
0500000US48279,48279,"Lamb County, Texas",20933,1273
0500000US48281,48281,"Lampasas County, Texas",24382,1107
0500000US48283,48283,"La Salle County, Texas",23939,7472
0500000US48285,48285,"Lavaca County, Texas",28491,1527
0500000US48287,48287,"Lee County, Texas",25549,1954
0500000US48289,48289,"Leon County, Texas",27271,3072
0500000US48291,48291,"Liberty County, Texas",22065,963
0500000US48293,48293,"Limestone County, Texas",20506,1209
0500000US48295,48295,"Lipscomb County, Texas",29103,2738
0500000US48297,48297,"Live Oak County, Texas",22047,2480
0500000US48299,48299,"Llano County, Texas",34633,2802
0500000US48301,48301,"Loving County, Texas",32707,8865
0500000US48303,48303,"Lubbock County, Texas",25139,502
0500000US48305,48305,"Lynn County, Texas",24299,2015
0500000US48307,48307,"McCulloch County, Texas",22049,2032
0500000US48309,48309,"McLennan County, Texas",22878,545
0500000US48311,48311,"McMullen County, Texas",27971,8978
0500000US48313,48313,"Madison County, Texas",17698,2078
0500000US48315,48315,"Marion County, Texas",22536,2122
0500000US48317,48317,"Martin County, Texas",27692,3245
0500000US48319,48319,"Mason County, Texas",25834,3111
0500000US48321,48321,"Matagorda County, Texas",22939,1247
0500000US48323,48323,"Maverick County, Texas",16086,828
0500000US48325,48325,"Medina County, Texas",24731,1261
0500000US48327,48327,"Menard County, Texas",23331,5859
0500000US48329,48329,"Midland County, Texas",36869,1202
0500000US48331,48331,"Milam County, Texas",22132,1012
0500000US48333,48333,"Mills County, Texas",24099,3657
0500000US48335,48335,"Mitchell County, Texas",19334,2136
0500000US48337,48337,"Montague County, Texas",25403,1623
0500000US48339,48339,"Montgomery County, Texas",35912,629
0500000US48341,48341,"Moore County, Texas",20159,968
0500000US48343,48343,"Morris County, Texas",21616,2008
0500000US48345,48345,"Motley County, Texas",23131,2980
0500000US48347,48347,"Nacogdoches County, Texas",21343,963
0500000US48349,48349,"Navarro County, Texas",21347,905
0500000US48351,48351,"Newton County, Texas",19293,1573
0500000US48353,48353,"Nolan County, Texas",22240,1710
0500000US48355,48355,"Nueces County, Texas",25826,492
0500000US48357,48357,"Ochiltree County, Texas",24997,2383
0500000US48359,48359,"Oldham County, Texas",23644,6140
0500000US48361,48361,"Orange County, Texas",26611,998
0500000US48363,48363,"Palo Pinto County, Texas",24891,1355
0500000US48365,48365,"Panola County, Texas",25345,1899
0500000US48367,48367,"Parker County, Texas",32274,849
0500000US48369,48369,"Parmer County, Texas",21655,1696
0500000US48371,48371,"Pecos County, Texas",19738,1513
0500000US48373,48373,"Polk County, Texas",21411,3116
0500000US48375,48375,"Potter County, Texas",20984,740
0500000US48377,48377,"Presidio County, Texas",16326,1686
0500000US48379,48379,"Rains County, Texas",23577,1298
0500000US48381,48381,"Randall County, Texas",31383,839
0500000US48383,48383,"Reagan County, Texas",25754,2599
0500000US48385,48385,"Real County, Texas",21135,2332
0500000US48387,48387,"Red River County, Texas",20798,1319
0500000US48389,48389,"Reeves County, Texas",18458,2161
0500000US48391,48391,"Refugio County, Texas",24776,1976
0500000US48393,48393,"Roberts County, Texas",31655,4382
0500000US48395,48395,"Robertson County, Texas",22980,1185
0500000US48397,48397,"Rockwall County, Texas",37231,1305
0500000US48399,48399,"Runnels County, Texas",22856,2209
0500000US48401,48401,"Rusk County, Texas",22704,956
0500000US48403,48403,"Sabine County, Texas",20120,2301
0500000US48405,48405,"San Augustine County, Texas",19251,3386
0500000US48407,48407,"San Jacinto County, Texas",22563,1822
0500000US48409,48409,"San Patricio County, Texas",24008,865
0500000US48411,48411,"San Saba County, Texas",19583,2095
0500000US48413,48413,"Schleicher County, Texas",26408,5118
0500000US48415,48415,"Scurry County, Texas",23758,1547
0500000US48417,48417,"Shackelford County, Texas",24190,2235
0500000US48419,48419,"Shelby County, Texas",20233,1198
0500000US48421,48421,"Sherman County, Texas",23863,2522
0500000US48423,48423,"Smith County, Texas",25299,601
0500000US48425,48425,"Somervell County, Texas",26547,2705
0500000US48427,48427,"Starr County, Texas",12663,869
0500000US48429,48429,"Stephens County, Texas",22307,1888
0500000US48431,48431,"Sterling County, Texas",25104,4993
0500000US48433,48433,"Stonewall County, Texas",24285,4041
0500000US48435,48435,"Sutton County, Texas",28140,3368
0500000US48437,48437,"Swisher County, Texas",18699,2110
0500000US48439,48439,"Tarrant County, Texas",29791,232
0500000US48441,48441,"Taylor County, Texas",24328,720
0500000US48443,48443,"Terrell County, Texas",25147,4488
0500000US48445,48445,"Terry County, Texas",21936,4217
0500000US48447,48447,"Throckmorton County, Texas",28860,4435
0500000US48449,48449,"Titus County, Texas",20043,1118
0500000US48451,48451,"Tom Green County, Texas",26252,1073
0500000US48453,48453,"Travis County, Texas",36649,402
0500000US48455,48455,"Trinity County, Texas",19661,1155
0500000US48457,48457,"Tyler County, Texas",20720,1378
0500000US48459,48459,"Upshur County, Texas",23215,1197
0500000US48461,48461,"Upton County, Texas",24254,2721
0500000US48463,48463,"Uvalde County, Texas",18294,1073
0500000US48465,48465,"Val Verde County, Texas",19522,1288
0500000US48467,48467,"Van Zandt County, Texas",24399,1269
0500000US48469,48469,"Victoria County, Texas",27509,1076
0500000US48471,48471,"Walker County, Texas",16419,1458
0500000US48473,48473,"Waller County, Texas",23338,1148
0500000US48475,48475,"Ward County, Texas",26091,2356
0500000US48477,48477,"Washington County, Texas",25976,1869
0500000US48479,48479,"Webb County, Texas",15691,415
0500000US48481,48481,"Wharton County, Texas",23245,1208
0500000US48483,48483,"Wheeler County, Texas",26736,1918
0500000US48485,48485,"Wichita County, Texas",23239,674
0500000US48487,48487,"Wilbarger County, Texas",21638,1425
0500000US48489,48489,"Willacy County, Texas",12564,810
0500000US48491,48491,"Williamson County, Texas",32705,439
0500000US48493,48493,"Wilson County, Texas",28419,985
0500000US48495,48495,"Winkler County, Texas",23051,1541
0500000US48497,48497,"Wise County, Texas",27104,1451
0500000US48499,48499,"Wood County, Texas",25353,1537
0500000US48501,48501,"Yoakum County, Texas",22871,2226
0500000US48503,48503,"Young County, Texas",25837,2237
0500000US48505,48505,"Zapata County, Texas",16007,1730
0500000US48507,48507,"Zavala County, Texas",13393,1248
0500000US49001,49001,"Beaver County, Utah",21394,1866
0500000US49003,49003,"Box Elder County, Utah",21854,529
0500000US49005,49005,"Cache County, Utah",21055,561
0500000US49007,49007,"Carbon County, Utah",21953,880
0500000US49009,49009,"Daggett County, Utah",27182,6650
0500000US49011,49011,"Davis County, Utah",27059,447
0500000US49013,49013,"Duchesne County, Utah",22941,782
0500000US49015,49015,"Emery County, Utah",20280,995
0500000US49017,49017,"Garfield County, Utah",21006,2048
0500000US49019,49019,"Grand County, Utah",23927,2254
0500000US49021,49021,"Iron County, Utah",19085,1012
0500000US49023,49023,"Juab County, Utah",19194,1109
0500000US49025,49025,"Kane County, Utah",24488,1828
0500000US49027,49027,"Millard County, Utah",21643,956
0500000US49029,49029,"Morgan County, Utah",27850,2173
0500000US49031,49031,"Piute County, Utah",17416,1839
0500000US49033,49033,"Rich County, Utah",19749,2687
0500000US49035,49035,"Salt Lake County, Utah",28578,258
0500000US49037,49037,"San Juan County, Utah",15817,953
0500000US49039,49039,"Sanpete County, Utah",16924,800
0500000US49041,49041,"Sevier County, Utah",20074,823
0500000US49043,49043,"Summit County, Utah",49143,2882
0500000US49045,49045,"Tooele County, Utah",22978,749
0500000US49047,49047,"Uintah County, Utah",25488,1594
0500000US49049,49049,"Utah County, Utah",22088,282
0500000US49051,49051,"Wasatch County, Utah",28818,1503
0500000US49053,49053,"Washington County, Utah",23549,681
0500000US49055,49055,"Wayne County, Utah",21501,2913
0500000US49057,49057,"Weber County, Utah",24226,362
0500000US50001,50001,"Addison County, Vermont",30154,989
0500000US50003,50003,"Bennington County, Vermont",30197,1378
0500000US50005,50005,"Caledonia County, Vermont",24948,869
0500000US50007,50007,"Chittenden County, Vermont",34658,707
0500000US50009,50009,"Essex County, Vermont",22191,920
0500000US50011,50011,"Franklin County, Vermont",28892,1463
0500000US50013,50013,"Grand Isle County, Vermont",35613,2336
0500000US50015,50015,"Lamoille County, Vermont",29180,1514
0500000US50017,50017,"Orange County, Vermont",28691,796
0500000US50019,50019,"Orleans County, Vermont",24204,697
0500000US50021,50021,"Rutland County, Vermont",27795,769
0500000US50023,50023,"Washington County, Vermont",31464,1169
0500000US50025,50025,"Windham County, Vermont",28923,881
0500000US50027,50027,"Windsor County, Vermont",33257,1241
0500000US51001,51001,"Accomack County, Virginia",23337,1298
0500000US51003,51003,"Albemarle County, Virginia",38039,1083
0500000US51005,51005,"Alleghany County, Virginia",25220,1066
0500000US51007,51007,"Amelia County, Virginia",25335,1957
0500000US51009,51009,"Amherst County, Virginia",23372,1124
0500000US51011,51011,"Appomattox County, Virginia",24902,1408
0500000US51013,51013,"Arlington County, Virginia",64746,1215
0500000US51015,51015,"Augusta County, Virginia",28601,1504
0500000US51017,51017,"Bath County, Virginia",28210,4693
0500000US51019,51019,"Bedford County, Virginia",29561,818
0500000US51021,51021,"Bland County, Virginia",22249,2796
0500000US51023,51023,"Botetourt County, Virginia",32518,2446
0500000US51025,51025,"Brunswick County, Virginia",19461,1213
0500000US51027,51027,"Buchanan County, Virginia",18160,998
0500000US51029,51029,"Buckingham County, Virginia",19264,1391
0500000US51031,51031,"Campbell County, Virginia",25219,1039
0500000US51033,51033,"Caroline County, Virginia",26577,1061
0500000US51035,51035,"Carroll County, Virginia",21484,1357
0500000US51036,51036,"Charles City County, Virginia",30477,3303
0500000US51037,51037,"Charlotte County, Virginia",18150,1554
0500000US51041,51041,"Chesterfield County, Virginia",33848,485
0500000US51043,51043,"Clarke County, Virginia",37630,2609
0500000US51045,51045,"Craig County, Virginia",22371,2644
0500000US51047,51047,"Culpeper County, Virginia",28969,1678
0500000US51049,51049,"Cumberland County, Virginia",22126,2223
0500000US51051,51051,"Dickenson County, Virginia",20757,2324
0500000US51053,51053,"Dinwiddie County, Virginia",24001,1566
0500000US51057,51057,"Essex County, Virginia",25477,2406
0500000US51059,51059,"Fairfax County, Virginia",51851,385
0500000US51061,51061,"Fauquier County, Virginia",41921,1505
0500000US51063,51063,"Floyd County, Virginia",24121,1517
0500000US51065,51065,"Fluvanna County, Virginia",30230,1379
0500000US51067,51067,"Franklin County, Virginia",26188,1161
0500000US51069,51069,"Frederick County, Virginia",31555,915
0500000US51071,51071,"Giles County, Virginia",25333,1386
0500000US51073,51073,"Gloucester County, Virginia",31072,1365
0500000US51075,51075,"Goochland County, Virginia",45995,3358
0500000US51077,51077,"Grayson County, Virginia",20190,1869
0500000US51079,51079,"Greene County, Virginia",28647,2221
0500000US51081,51081,"Greensville County, Virginia",15988,1048
0500000US51083,51083,"Halifax County, Virginia",20706,946
0500000US51085,51085,"Hanover County, Virginia",35881,715
0500000US51087,51087,"Henrico County, Virginia",34993,634
0500000US51089,51089,"Henry County, Virginia",20645,1126
0500000US51091,51091,"Highland County, Virginia",28736,3780
0500000US51093,51093,"Isle of Wight County, Virginia",32090,1044
0500000US51095,51095,"James City County, Virginia",41314,1868
0500000US51097,51097,"King and Queen County, Virginia",25392,1739
