Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US39073,39073,"Hocking County, Ohio",22091,808
0500000US39075,39075,"Holmes County, Ohio",19517,719
0500000US39077,39077,"Huron County, Ohio",23698,641
0500000US39079,39079,"Jackson County, Ohio",20583,1150
0500000US39081,39081,"Jefferson County, Ohio",23356,831
0500000US39083,39083,"Knox County, Ohio",23426,735
0500000US39085,39085,"Lake County, Ohio",31053,404
0500000US39087,39087,"Lawrence County, Ohio",22567,973
0500000US39089,39089,"Licking County, Ohio",27934,632
0500000US39091,39091,"Logan County, Ohio",25877,854
0500000US39093,39093,"Lorain County, Ohio",27537,448
0500000US39095,39095,"Lucas County, Ohio",25977,380
0500000US39097,39097,"Madison County, Ohio",25687,1080
0500000US39099,39099,"Mahoning County, Ohio",24651,532
0500000US39101,39101,"Marion County, Ohio",21177,789
0500000US39103,39103,"Medina County, Ohio",32911,629
0500000US39105,39105,"Meigs County, Ohio",21317,1314
0500000US39107,39107,"Mercer County, Ohio",26236,974
0500000US39109,39109,"Miami County, Ohio",27247,731
0500000US39111,39111,"Monroe County, Ohio",22100,1257
0500000US39113,39113,"Montgomery County, Ohio",26392,321
0500000US39115,39115,"Morgan County, Ohio",20301,1609
0500000US39117,39117,"Morrow County, Ohio",23630,1110
0500000US39119,39119,"Muskingum County, Ohio",21945,528
0500000US39121,39121,"Noble County, Ohio",21188,1655
0500000US39123,39123,"Ottawa County, Ohio",30403,948
0500000US39125,39125,"Paulding County, Ohio",24174,1306
0500000US39127,39127,"Perry County, Ohio",20852,1033
0500000US39129,39129,"Pickaway County, Ohio",24779,929
0500000US39131,39131,"Pike County, Ohio",21375,1414
0500000US39133,39133,"Portage County, Ohio",26769,554
0500000US39135,39135,"Preble County, Ohio",24605,1007
0500000US39137,39137,"Putnam County, Ohio",27367,999
0500000US39139,39139,"Richland County, Ohio",22520,636
0500000US39141,39141,"Ross County, Ohio",22158,798
0500000US39143,39143,"Sandusky County, Ohio",24467,686
0500000US39145,39145,"Scioto County, Ohio",20728,667
0500000US39147,39147,"Seneca County, Ohio",23900,1037
0500000US39149,39149,"Shelby County, Ohio",27330,1632
0500000US39151,39151,"Stark County, Ohio",26442,406
0500000US39153,39153,"Summit County, Ohio",29643,395
0500000US39155,39155,"Trumbull County, Ohio",24445,481
0500000US39157,39157,"Tuscarawas County, Ohio",24173,693
0500000US39159,39159,"Union County, Ohio",30431,862
0500000US39161,39161,"Van Wert County, Ohio",25316,1140
0500000US39163,39163,"Vinton County, Ohio",19431,1065
0500000US39165,39165,"Warren County, Ohio",36057,835
0500000US39167,39167,"Washington County, Ohio",25462,960
0500000US39169,39169,"Wayne County, Ohio",24311,546
0500000US39171,39171,"Williams County, Ohio",22757,962
0500000US39173,39173,"Wood County, Ohio",28843,679
0500000US39175,39175,"Wyandot County, Ohio",25064,916
0500000US40001,40001,"Adair County, Oklahoma",16018,672
0500000US40003,40003,"Alfalfa County, Oklahoma",27807,3707
0500000US40005,40005,"Atoka County, Oklahoma",19159,1316
0500000US40007,40007,"Beaver County, Oklahoma",26738,2105
0500000US40009,40009,"Beckham County, Oklahoma",25269,3030
0500000US40011,40011,"Blaine County, Oklahoma",20848,1796
0500000US40013,40013,"Bryan County, Oklahoma",21273,777
0500000US40015,40015,"Caddo County, Oklahoma",20499,1156
0500000US40017,40017,"Canadian County, Oklahoma",28724,709
0500000US40019,40019,"Carter County, Oklahoma",24272,1225
0500000US40021,40021,"Cherokee County, Oklahoma",19627,793
0500000US40023,40023,"Choctaw County, Oklahoma",19085,1252
0500000US40025,40025,"Cimarron County, Oklahoma",26309,2456
0500000US40027,40027,"Cleveland County, Oklahoma",28378,509
0500000US40029,40029,"Coal County, Oklahoma",23716,2663
0500000US40031,40031,"Comanche County, Oklahoma",23925,826
0500000US40033,40033,"Cotton County, Oklahoma",22411,1614
0500000US40035,40035,"Craig County, Oklahoma",20130,865
0500000US40037,40037,"Creek County, Oklahoma",23336,565
0500000US40039,40039,"Custer County, Oklahoma",23540,1400
0500000US40041,40041,"Delaware County, Oklahoma",22267,751
0500000US40043,40043,"Dewey County, Oklahoma",25708,1857
0500000US40045,40045,"Ellis County, Oklahoma",28610,2102
0500000US40047,40047,"Garfield County, Oklahoma",24968,831
0500000US40049,40049,"Garvin County, Oklahoma",22208,902
0500000US40051,40051,"Grady County, Oklahoma",26250,791
0500000US40053,40053,"Grant County, Oklahoma",29559,2437
0500000US40055,40055,"Greer County, Oklahoma",20147,2444
0500000US40057,40057,"Harmon County, Oklahoma",21227,2746
0500000US40059,40059,"Harper County, Oklahoma",24948,2282
0500000US40061,40061,"Haskell County, Oklahoma",18981,747
0500000US40063,40063,"Hughes County, Oklahoma",16672,886
0500000US40065,40065,"Jackson County, Oklahoma",23616,1692
0500000US40067,40067,"Jefferson County, Oklahoma",19651,1016
0500000US40069,40069,"Johnston County, Oklahoma",19602,1234
0500000US40071,40071,"Kay County, Oklahoma",23514,678
0500000US40073,40073,"Kingfisher County, Oklahoma",30011,2198
0500000US40075,40075,"Kiowa County, Oklahoma",22857,3304
0500000US40077,40077,"Latimer County, Oklahoma",22560,1498
0500000US40079,40079,"Le Flore County, Oklahoma",19138,471
0500000US40081,40081,"Lincoln County, Oklahoma",23878,1009
0500000US40083,40083,"Logan County, Oklahoma",27483,1485
0500000US40085,40085,"Love County, Oklahoma",20440,956
0500000US40087,40087,"McClain County, Oklahoma",27217,1021
0500000US40089,40089,"McCurtain County, Oklahoma",18507,698
0500000US40091,40091,"McIntosh County, Oklahoma",21456,1101
0500000US40093,40093,"Major County, Oklahoma",27797,1776
0500000US40095,40095,"Marshall County, Oklahoma",21394,1074
0500000US40097,40097,"Mayes County, Oklahoma",21756,819
0500000US40099,40099,"Murray County, Oklahoma",24454,1479
0500000US40101,40101,"Muskogee County, Oklahoma",21109,688
0500000US40103,40103,"Noble County, Oklahoma",26701,2270
0500000US40105,40105,"Nowata County, Oklahoma",21085,823
0500000US40107,40107,"Okfuskee County, Oklahoma",17381,1072
0500000US40109,40109,"Oklahoma County, Oklahoma",28059,412
0500000US40111,40111,"Okmulgee County, Oklahoma",20721,640
0500000US40113,40113,"Osage County, Oklahoma",23416,667
0500000US40115,40115,"Ottawa County, Oklahoma",18616,415
0500000US40117,40117,"Pawnee County, Oklahoma",22750,730
0500000US40119,40119,"Payne County, Oklahoma",22409,949
0500000US40121,40121,"Pittsburg County, Oklahoma",23339,1013
0500000US40123,40123,"Pontotoc County, Oklahoma",22710,845
0500000US40125,40125,"Pottawatomie County, Oklahoma",21422,555
0500000US40127,40127,"Pushmataha County, Oklahoma",22207,1686
0500000US40129,40129,"Roger Mills County, Oklahoma",27869,2205
0500000US40131,40131,"Rogers County, Oklahoma",28938,756
0500000US40133,40133,"Seminole County, Oklahoma",19374,694
0500000US40135,40135,"Sequoyah County, Oklahoma",18698,611
0500000US40137,40137,"Stephens County, Oklahoma",24555,1132
0500000US40139,40139,"Texas County, Oklahoma",22923,936
0500000US40141,40141,"Tillman County, Oklahoma",20549,1342
0500000US40143,40143,"Tulsa County, Oklahoma",28970,321
0500000US40145,40145,"Wagoner County, Oklahoma",26159,556
0500000US40147,40147,"Washington County, Oklahoma",28528,1030
0500000US40149,40149,"Washita County, Oklahoma",25032,1542
0500000US40151,40151,"Woods County, Oklahoma",27464,2526
0500000US40153,40153,"Woodward County, Oklahoma",27308,2391
0500000US41001,41001,"Baker County, Oregon",24776,1539
0500000US41003,41003,"Benton County, Oregon",28986,691
0500000US41005,41005,"Clackamas County, Oregon",35506,581
0500000US41007,41007,"Clatsop County, Oregon",27071,938
0500000US41009,41009,"Columbia County, Oregon",27449,1431
0500000US41011,41011,"Coos County, Oregon",24261,1572
0500000US41013,41013,"Crook County, Oregon",22346,1256
0500000US41015,41015,"Curry County, Oregon",24908,1361
0500000US41017,41017,"Deschutes County, Oregon",30177,1025
0500000US41019,41019,"Douglas County, Oregon",23608,839
0500000US41021,41021,"Gilliam County, Oregon",23360,3033
0500000US41023,41023,"Grant County, Oregon",23960,2094
0500000US41025,41025,"Harney County, Oregon",22795,1544
0500000US41027,41027,"Hood River County, Oregon",28347,2336
0500000US41029,41029,"Jackson County, Oregon",25612,612
0500000US41031,41031,"Jefferson County, Oregon",21630,1591
0500000US41033,41033,"Josephine County, Oregon",23004,1083
0500000US41035,41035,"Klamath County, Oregon",23071,765
0500000US41037,41037,"Lake County, Oregon",20327,1886
0500000US41039,41039,"Lane County, Oregon",25612,473
0500000US41041,41041,"Lincoln County, Oregon",24593,835
0500000US41043,41043,"Linn County, Oregon",22934,643
0500000US41045,41045,"Malheur County, Oregon",17150,812
0500000US41047,41047,"Marion County, Oregon",23348,393
0500000US41049,41049,"Morrow County, Oregon",21279,1093
0500000US41051,41051,"Multnomah County, Oregon",33255,424
0500000US41053,41053,"Polk County, Oregon",24827,639
0500000US41055,41055,"Sherman County, Oregon",32223,5454
0500000US41057,41057,"Tillamook County, Oregon",23688,1734
0500000US41059,41059,"Umatilla County, Oregon",21528,744
0500000US41061,41061,"Union County, Oregon",25458,1575
0500000US41063,41063,"Wallowa County, Oregon",24956,1627
0500000US41065,41065,"Wasco County, Oregon",22931,1041
0500000US41067,41067,"Washington County, Oregon",33433,387
0500000US41069,41069,"Wheeler County, Oregon",22723,2487
0500000US41071,41071,"Yamhill County, Oregon",26523,1025
0500000US42001,42001,"Adams County, Pennsylvania",28515,545
0500000US42003,42003,"Allegheny County, Pennsylvania",33830,281
0500000US42005,42005,"Armstrong County, Pennsylvania",24634,620
0500000US42007,42007,"Beaver County, Pennsylvania",28018,493
0500000US42009,42009,"Bedford County, Pennsylvania",23632,566
0500000US42011,42011,"Berks County, Pennsylvania",27844,390
0500000US42013,42013,"Blair County, Pennsylvania",24466,530
0500000US42015,42015,"Bradford County, Pennsylvania",26255,788
0500000US42017,42017,"Bucks County, Pennsylvania",39958,451
0500000US42019,42019,"Butler County, Pennsylvania",33406,532
0500000US42021,42021,"Cambria County, Pennsylvania",23993,492
0500000US42023,42023,"Cameron County, Pennsylvania",25716,2372
0500000US42025,42025,"Carbon County, Pennsylvania",25743,1325
0500000US42027,42027,"Centre County, Pennsylvania",27584,552
0500000US42029,42029,"Chester County, Pennsylvania",44299,572
0500000US42031,42031,"Clarion County, Pennsylvania",22451,582
0500000US42033,42033,"Clearfield County, Pennsylvania",21650,489
0500000US42035,42035,"Clinton County, Pennsylvania",22084,479
0500000US42037,42037,"Columbia County, Pennsylvania",24155,648
0500000US42039,42039,"Crawford County, Pennsylvania",23578,551
0500000US42041,42041,"Cumberland County, Pennsylvania",33079,601
0500000US42043,42043,"Dauphin County, Pennsylvania",30068,534
0500000US42045,42045,"Delaware County, Pennsylvania",34857,429
0500000US42047,42047,"Elk County, Pennsylvania",25753,907
0500000US42049,42049,"Erie County, Pennsylvania",25555,383
0500000US42051,42051,"Fayette County, Pennsylvania",22863,552
0500000US42053,42053,"Forest County, Pennsylvania",13283,3355
0500000US42055,42055,"Franklin County, Pennsylvania",27706,684
0500000US42057,42057,"Fulton County, Pennsylvania",24327,584
0500000US42059,42059,"Greene County, Pennsylvania",24389,1014
0500000US42061,42061,"Huntingdon County, Pennsylvania",22217,978
0500000US42063,42063,"Indiana County, Pennsylvania",23886,666
0500000US42065,42065,"Jefferson County, Pennsylvania",22841,523
0500000US42067,42067,"Juniata County, Pennsylvania",23461,971
0500000US42069,42069,"Lackawanna County, Pennsylvania",26179,431
0500000US42071,42071,"Lancaster County, Pennsylvania",28152,367
0500000US42073,42073,"Lawrence County, Pennsylvania",25614,803
0500000US42075,42075,"Lebanon County, Pennsylvania",27051,528
0500000US42077,42077,"Lehigh County, Pennsylvania",29587,488
0500000US42079,42079,"Luzerne County, Pennsylvania",25899,385
0500000US42081,42081,"Lycoming County, Pennsylvania",24855,566
0500000US42083,42083,"McKean County, Pennsylvania",24303,997
0500000US42085,42085,"Mercer County, Pennsylvania",24399,653
0500000US42087,42087,"Mifflin County, Pennsylvania",21665,581
0500000US42089,42089,"Monroe County, Pennsylvania",26128,670
0500000US42091,42091,"Montgomery County, Pennsylvania",42995,349
0500000US42093,42093,"Montour County, Pennsylvania",31293,1694
0500000US42095,42095,"Northampton County, Pennsylvania",31086,544
0500000US42097,42097,"Northumberland County, Pennsylvania",23512,483
0500000US42099,42099,"Perry County, Pennsylvania",27648,612
0500000US42101,42101,"Philadelphia County, Pennsylvania",23696,249
0500000US42103,42103,"Pike County, Pennsylvania",29695,986
0500000US42105,42105,"Potter County, Pennsylvania",22929,1138
0500000US42107,42107,"Schuylkill County, Pennsylvania",24275,437
0500000US42109,42109,"Snyder County, Pennsylvania",24708,1291
0500000US42111,42111,"Somerset County, Pennsylvania",23402,544
0500000US42113,42113,"Sullivan County, Pennsylvania",26154,1203
0500000US42115,42115,"Susquehanna County, Pennsylvania",26551,572
0500000US42117,42117,"Tioga County, Pennsylvania",24626,674
0500000US42119,42119,"Union County, Pennsylvania",23316,1086
0500000US42121,42121,"Venango County, Pennsylvania",24257,702
0500000US42123,42123,"Warren County, Pennsylvania",25414,958
0500000US42125,42125,"Washington County, Pennsylvania",31561,499
0500000US42127,42127,"Wayne County, Pennsylvania",24962,822
0500000US42129,42129,"Westmoreland County, Pennsylvania",30153,471
0500000US42131,42131,"Wyoming County, Pennsylvania",26823,740
0500000US42133,42133,"York County, Pennsylvania",28975,364
0500000US44001,44001,"Bristol County, Rhode Island",40998,1689
0500000US44003,44003,"Kent County, Rhode Island",35323,716
0500000US44005,44005,"Newport County, Rhode Island",42086,1352
0500000US44007,44007,"Providence County, Rhode Island",27809,366
0500000US44009,44009,"Washington County, Rhode Island",37692,862
0500000US45001,45001,"Abbeville County, South Carolina",18460,1023
0500000US45003,45003,"Aiken County, South Carolina",25602,607
0500000US45005,45005,"Allendale County, South Carolina",12649,1064
0500000US45007,45007,"Anderson County, South Carolina",23341,510
0500000US45009,45009,"Bamberg County, South Carolina",18260,1136
0500000US45011,45011,"Barnwell County, South Carolina",19652,1554
0500000US45013,45013,"Beaufort County, South Carolina",33877,949
0500000US45015,45015,"Berkeley County, South Carolina",25992,573
0500000US45017,45017,"Calhoun County, South Carolina",22964,1910
0500000US45019,45019,"Charleston County, South Carolina",33700,590
0500000US45021,45021,"Cherokee County, South Carolina",19940,1346
0500000US45023,45023,"Chester County, South Carolina",19858,1135
0500000US45025,45025,"Chesterfield County, South Carolina",19088,1019
0500000US45027,45027,"Clarendon County, South Carolina",18765,909
0500000US45029,45029,"Colleton County, South Carolina",20297,1146
0500000US45031,45031,"Darlington County, South Carolina",20144,865
0500000US45033,45033,"Dillon County, South Carolina",15729,803
0500000US45035,45035,"Dorchester County, South Carolina",26288,671
0500000US45037,45037,"Edgefield County, South Carolina",22695,1061
0500000US45039,45039,"Fairfield County, South Carolina",20762,2041
0500000US45041,45041,"Florence County, South Carolina",23420,750
